t/h,Elapsed Time (s),Voltage(V)
2.138055556,7.70E+03,2.88468
2.138333333,7.70E+03,2.88378
2.138611111,7.70E+03,2.8836
2.138888889,7.70E+03,2.88427
2.139166667,7.70E+03,2.88352
2.139444444,7.70E+03,2.88359
2.139722222,7.70E+03,2.88354
2.14,7.70E+03,2.88275
2.140277778,7.71E+03,2.88377
2.140555556,7.71E+03,2.88318
2.140833333,7.71E+03,2.88307
2.141111111,7.71E+03,2.88476
2.141388889,7.71E+03,2.88316
2.141666667,7.71E+03,2.88271
2.141944444,7.71E+03,2.88423
2.142222222,7.71E+03,2.88301
2.1425,7.71E+03,2.88301
2.142777778,7.71E+03,2.88381
2.143055556,7.72E+03,2.88257
2.143333333,7.72E+03,2.88323
2.143611111,7.72E+03,2.88286
2.143888889,7.72E+03,2.88241
2.144166667,7.72E+03,2.88366
2.144444444,7.72E+03,2.88269
2.144722222,7.72E+03,2.88207
2.145,7.72E+03,2.88349
2.145277778,7.72E+03,2.8822
2.145555556,7.72E+03,2.88244
2.145833333,7.72E+03,2.88303
2.146111111,7.73E+03,2.88215
2.146388889,7.73E+03,2.88301
2.146666667,7.73E+03,2.88212
2.146944444,7.73E+03,2.88155
2.147222222,7.73E+03,2.88337
2.1475,7.73E+03,2.88202
2.147777778,7.73E+03,2.88119
2.148055556,7.73E+03,2.88229
2.148333333,7.73E+03,2.88208
2.148611111,7.74E+03,2.88186
2.148888889,7.74E+03,2.88274
2.149166667,7.74E+03,2.88226
2.149444444,7.74E+03,2.88208
2.149722222,7.74E+03,2.88253
2.15,7.74E+03,2.88177
2.150277778,7.74E+03,2.8819
2.150555556,7.74E+03,2.88192
2.150833333,7.74E+03,2.88151
2.151111111,7.74E+03,2.88225
2.151388889,7.75E+03,2.88179
2.151666667,7.75E+03,2.88145
2.151944444,7.75E+03,2.88214
2.152222222,7.75E+03,2.8811
2.1525,7.75E+03,2.88134
2.152777778,7.75E+03,2.88115
2.153055556,7.75E+03,2.88085
2.153333333,7.75E+03,2.88179
2.153611111,7.75E+03,2.88116
2.153888889,7.75E+03,2.88181
2.154166667,7.76E+03,2.88192
2.154444444,7.76E+03,2.8814
2.154722222,7.76E+03,2.8828
2.155,7.76E+03,2.88176
2.155277778,7.76E+03,2.88222
2.155555556,7.76E+03,2.88202
2.155833333,7.76E+03,2.88145
2.156111111,7.76E+03,2.88286
2.156388889,7.76E+03,2.88138
2.156666667,7.76E+03,2.8816
2.156944444,7.76E+03,2.88203
2.157222222,7.77E+03,2.88119
2.1575,7.77E+03,2.88253
2.157777778,7.77E+03,2.88201
2.158055556,7.77E+03,2.88146
2.158333333,7.77E+03,2.88294
2.158611111,7.77E+03,2.88196
2.158888889,7.77E+03,2.88217
2.159166667,7.77E+03,2.88214
2.159444444,7.77E+03,2.88127
2.159722222,7.77E+03,2.88293
2.16,7.78E+03,2.88196
2.160277778,7.78E+03,2.88143
2.160555556,7.78E+03,2.88269
2.160833333,7.78E+03,2.88152
2.161111111,7.78E+03,2.88157
2.161388889,7.78E+03,2.88205
2.161666667,7.78E+03,2.88062
2.161944444,7.78E+03,2.88242
2.162222222,7.78E+03,2.88178
2.1625,7.79E+03,2.88158
2.162777778,7.79E+03,2.88314
2.163055556,7.79E+03,2.88142
2.163333333,7.79E+03,2.88155
2.163611111,7.79E+03,2.88234
2.163888889,7.79E+03,2.88116
2.164166667,7.79E+03,2.88176
2.164444444,7.79E+03,2.8814
2.164722222,7.79E+03,2.88125
2.165,7.79E+03,2.88293
2.165277778,7.80E+03,2.88153
2.165555556,7.80E+03,2.88121
2.165833333,7.80E+03,2.88266
2.166111111,7.80E+03,2.88147
2.166388889,7.80E+03,2.88138
2.166666667,7.80E+03,2.88236
2.166944444,7.80E+03,2.88114
2.167222222,7.80E+03,2.8814
2.1675,7.80E+03,2.8813
2.167777778,7.80E+03,2.88077
2.168055556,7.81E+03,2.88219
2.168333333,7.81E+03,2.88092
2.168611111,7.81E+03,2.8806
2.168888889,7.81E+03,2.88169
2.169166667,7.81E+03,2.88061
2.169444444,7.81E+03,2.88126
2.169722222,7.81E+03,2.8811
2.17,7.81E+03,2.88029
2.170277778,7.81E+03,2.8818
2.170555556,7.81E+03,2.88061
2.170833333,7.81E+03,2.8805
2.171111111,7.82E+03,2.8814
2.171388889,7.82E+03,2.88018
2.171666667,7.82E+03,2.88159
2.171944444,7.82E+03,2.88058
2.172222222,7.82E+03,2.88001
2.1725,7.82E+03,2.88118
2.172777778,7.82E+03,2.88008
2.173055556,7.82E+03,2.88051
2.173333333,7.82E+03,2.88003
2.173611111,7.83E+03,2.87996
2.173888889,7.83E+03,2.88069
2.174166667,7.83E+03,2.87978
2.174444444,7.83E+03,2.88025
2.174722222,7.83E+03,2.87991
2.175,7.83E+03,2.8798
2.175277778,7.83E+03,2.88046
2.175555556,7.83E+03,2.87932
2.175833333,7.83E+03,2.88018
2.176111111,7.83E+03,2.87931
2.176388889,7.84E+03,2.87895
2.176666667,7.84E+03,2.8798
2.176944444,7.84E+03,2.87905
2.177222222,7.84E+03,2.88003
2.1775,7.84E+03,2.87968
2.177777778,7.84E+03,2.87885
2.178055556,7.84E+03,2.87998
2.178333333,7.84E+03,2.87875
2.178611111,7.84E+03,2.87927
2.178888889,7.84E+03,2.87901
2.179166667,7.85E+03,2.8784
2.179444444,7.85E+03,2.88019
2.179722222,7.85E+03,2.8784
2.18,7.85E+03,2.87898
2.180277778,7.85E+03,2.87901
2.180555556,7.85E+03,2.87834
2.180833333,7.85E+03,2.87906
2.181111111,7.85E+03,2.87806
2.181388889,7.85E+03,2.87889
2.181666667,7.85E+03,2.87859
2.181944444,7.85E+03,2.87857
2.182222222,7.86E+03,2.8782
2.1825,7.86E+03,2.87794
2.182777778,7.86E+03,2.87881
2.183055556,7.86E+03,2.87761
2.183333333,7.86E+03,2.87902
2.183611111,7.86E+03,2.87815
2.183888889,7.86E+03,2.8775
2.184166667,7.86E+03,2.87846
2.184444444,7.86E+03,2.87745
2.184722222,7.86E+03,2.87865
2.185,7.87E+03,2.8775
2.185277778,7.87E+03,2.87747
2.185555556,7.87E+03,2.87781
2.185833333,7.87E+03,2.87742
2.186111111,7.87E+03,2.8783
2.186388889,7.87E+03,2.87725
2.186666667,7.87E+03,2.87815
2.186944444,7.87E+03,2.87725
2.187222222,7.87E+03,2.87776
2.1875,7.88E+03,2.87715
2.187777778,7.88E+03,2.87665
2.188055556,7.88E+03,2.87686
2.188333333,7.88E+03,2.87649
2.188611111,7.88E+03,2.87773
2.188888889,7.88E+03,2.87656
2.189166667,7.88E+03,2.87699
2.189444444,7.88E+03,2.87697
2.189722222,7.88E+03,2.87674
2.19,7.88E+03,2.87746
2.190277778,7.89E+03,2.87688
2.190555556,7.89E+03,2.87752
2.190833333,7.89E+03,2.877
2.191111111,7.89E+03,2.87757
2.191388889,7.89E+03,2.8771
2.191666667,7.89E+03,2.87709
2.191944444,7.89E+03,2.87804
2.192222222,7.89E+03,2.87708
2.1925,7.89E+03,2.87744
2.192777778,7.89E+03,2.87719
2.193055556,7.90E+03,2.87672
2.193333333,7.90E+03,2.87852
2.193611111,7.90E+03,2.87664
2.193888889,7.90E+03,2.87677
2.194166667,7.90E+03,2.87721
2.194444444,7.90E+03,2.87636
2.194722222,7.90E+03,2.87765
2.195,7.90E+03,2.87664
2.195277778,7.90E+03,2.87624
2.195555556,7.90E+03,2.87736
2.195833333,7.90E+03,2.87627
2.196111111,7.91E+03,2.87669
2.196388889,7.91E+03,2.87692
2.196666667,7.91E+03,2.87557
2.196944444,7.91E+03,2.87679
2.197222222,7.91E+03,2.87606
2.1975,7.91E+03,2.87597
2.197777778,7.91E+03,2.87646
2.198055556,7.91E+03,2.87605
2.198333333,7.91E+03,2.87713
2.198611111,7.92E+03,2.876
2.198888889,7.92E+03,2.87611
2.199166667,7.92E+03,2.87606
2.199444444,7.92E+03,2.87614
2.199722222,7.92E+03,2.87619
2.2,7.92E+03,2.87587
2.200277778,7.92E+03,2.87614
2.200555556,7.92E+03,2.87624
2.200833333,7.92E+03,2.8753
2.201111111,7.92E+03,2.87647
2.201388889,7.93E+03,2.87569
2.201666667,7.93E+03,2.87565
2.201944444,7.93E+03,2.87616
2.202222222,7.93E+03,2.87494
2.2025,7.93E+03,2.87594
2.202777778,7.93E+03,2.87549
2.203055556,7.93E+03,2.87476
2.203333333,7.93E+03,2.87628
2.203611111,7.93E+03,2.87505
2.203888889,7.93E+03,2.87476
2.204166667,7.94E+03,2.87554
2.204444444,7.94E+03,2.87477
2.204722222,7.94E+03,2.87473
2.205,7.94E+03,2.875
2.205277778,7.94E+03,2.87446
2.205555556,7.94E+03,2.87601
2.205833333,7.94E+03,2.8754
2.206111111,7.94E+03,2.87481
2.206388889,7.94E+03,2.8763
2.206666667,7.94E+03,2.8749
2.206944444,7.94E+03,2.87509
2.207222222,7.95E+03,2.87511
2.2075,7.95E+03,2.87461
2.207777778,7.95E+03,2.87552
2.208055556,7.95E+03,2.87537
2.208333333,7.95E+03,2.87443
2.208611111,7.95E+03,2.87585
2.208888889,7.95E+03,2.875
2.209166667,7.95E+03,2.87457
2.209444444,7.95E+03,2.87527
2.209722222,7.95E+03,2.87392
2.21,7.96E+03,2.87521
2.210277778,7.96E+03,2.87475
2.210555556,7.96E+03,2.87411
2.210833333,7.96E+03,2.87551
2.211111111,7.96E+03,2.87488
2.211388889,7.96E+03,2.87452
2.211666667,7.96E+03,2.87509
2.211944444,7.96E+03,2.87431
2.212222222,7.96E+03,2.87585
2.2125,7.97E+03,2.87477
2.212777778,7.97E+03,2.87406
2.213055556,7.97E+03,2.87475
2.213333333,7.97E+03,2.87426
2.213611111,7.97E+03,2.87419
2.213888889,7.97E+03,2.87449
2.214166667,7.97E+03,2.87385
2.214444444,7.97E+03,2.87447
2.214722222,7.97E+03,2.87398
2.215,7.97E+03,2.87309
2.215277778,7.98E+03,2.87334
2.215555556,7.98E+03,2.87335
2.215833333,7.98E+03,2.87303
2.216111111,7.98E+03,2.87277
2.216388889,7.98E+03,2.8726
2.216666667,7.98E+03,2.87403
2.216944444,7.98E+03,2.87242
2.217222222,7.98E+03,2.87252
2.2175,7.98E+03,2.87202
2.217777778,7.98E+03,2.87182
2.218055556,7.99E+03,2.87251
2.218333333,7.99E+03,2.87182
2.218611111,7.99E+03,2.87229
2.218888889,7.99E+03,2.87224
2.219166667,7.99E+03,2.87177
2.219444444,7.99E+03,2.87347
2.219722222,7.99E+03,2.87157
2.22,7.99E+03,2.87163
2.220277778,7.99E+03,2.87216
2.220555556,7.99E+03,2.8712
2.220833333,7.99E+03,2.87222
2.221111111,8.00E+03,2.87135
2.221388889,8.00E+03,2.87099
2.221666667,8.00E+03,2.87335
2.221944444,8.00E+03,2.87129
2.222222222,8.00E+03,2.87085
2.2225,8.00E+03,2.87198
2.222777778,8.00E+03,2.87113
2.223055556,8.00E+03,2.87108
2.223333333,8.00E+03,2.87158
2.223611111,8.01E+03,2.87056
2.223888889,8.01E+03,2.87147
2.224166667,8.01E+03,2.87086
2.224444444,8.01E+03,2.8708
2.224722222,8.01E+03,2.87167
2.225,8.01E+03,2.87109
2.225277778,8.01E+03,2.87037
2.225555556,8.01E+03,2.87215
2.225833333,8.01E+03,2.87049
2.226111111,8.01E+03,2.87024
2.226388889,8.02E+03,2.87146
2.226666667,8.02E+03,2.87033
2.226944444,8.02E+03,2.87031
2.227222222,8.02E+03,2.87158
2.2275,8.02E+03,2.8702
2.227777778,8.02E+03,2.87067
2.228055556,8.02E+03,2.87068
2.228333333,8.02E+03,2.87009
2.228611111,8.02E+03,2.87084
2.228888889,8.02E+03,2.87093
2.229166667,8.03E+03,2.86971
2.229444444,8.03E+03,2.87129
2.229722222,8.03E+03,2.86969
2.23,8.03E+03,2.86972
2.230277778,8.03E+03,2.87048
2.230555556,8.03E+03,2.86971
2.230833333,8.03E+03,2.86938
2.231111111,8.03E+03,2.87087
2.231388889,8.03E+03,2.86964
2.231666667,8.03E+03,2.87001
2.231944444,8.03E+03,2.87058
2.232222222,8.04E+03,2.87029
2.2325,8.04E+03,2.87028
2.232777778,8.04E+03,2.87161
2.233055556,8.04E+03,2.87041
2.233333333,8.04E+03,2.86994
2.233611111,8.04E+03,2.87052
2.233888889,8.04E+03,2.87005
2.234166667,8.04E+03,2.86958
2.234444444,8.04E+03,2.87088
2.234722222,8.04E+03,2.87007
2.235,8.05E+03,2.86997
2.235277778,8.05E+03,2.87136
2.235555556,8.05E+03,2.87035
2.235833333,8.05E+03,2.8707
2.236111111,8.05E+03,2.87125
2.236388889,8.05E+03,2.87027
2.236666667,8.05E+03,2.87116
2.236944444,8.05E+03,2.8703
2.237222222,8.05E+03,2.87017
2.2375,8.06E+03,2.87004
2.237777778,8.06E+03,2.8704
2.238055556,8.06E+03,2.87067
2.238333333,8.06E+03,2.87024
2.238611111,8.06E+03,2.87055
2.238888889,8.06E+03,2.87053
2.239166667,8.06E+03,2.86956
2.239444444,8.06E+03,2.8713
2.239722222,8.06E+03,2.86948
2.24,8.06E+03,2.86992
2.240277778,8.07E+03,2.86963
2.240555556,8.07E+03,2.86963
2.240833333,8.07E+03,2.87109
2.241111111,8.07E+03,2.86992
2.241388889,8.07E+03,2.86993
2.241666667,8.07E+03,2.87028
2.241944444,8.07E+03,2.86959
2.242222222,8.07E+03,2.86962
2.2425,8.07E+03,2.86957
2.242777778,8.07E+03,2.87028
2.243055556,8.08E+03,2.8694
2.243333333,8.08E+03,2.86999
2.243611111,8.08E+03,2.86903
2.243888889,8.08E+03,2.86899
2.244166667,8.08E+03,2.8701
2.244444444,8.08E+03,2.86906
2.244722222,8.08E+03,2.86901
2.245,8.08E+03,2.86953
2.245277778,8.08E+03,2.86878
2.245555556,8.08E+03,2.86936
2.245833333,8.08E+03,2.86887
2.246111111,8.09E+03,2.86844
2.246388889,8.09E+03,2.87011
2.246666667,8.09E+03,2.86896
2.246944444,8.09E+03,2.86831
2.247222222,8.09E+03,2.86982
2.2475,8.09E+03,2.86864
2.247777778,8.09E+03,2.86852
2.248055556,8.09E+03,2.86856
2.248333333,8.09E+03,2.86827
2.248611111,8.10E+03,2.86964
2.248888889,8.10E+03,2.86921
2.249166667,8.10E+03,2.86785
2.249444444,8.10E+03,2.86967
2.249722222,8.10E+03,2.86822
2.25,8.10E+03,2.86799
2.250277778,8.10E+03,2.86875
2.250555556,8.10E+03,2.86754
2.250833333,8.10E+03,2.8689
2.251111111,8.10E+03,2.86861
2.251388889,8.11E+03,2.86768
2.251666667,8.11E+03,2.86882
2.251944444,8.11E+03,2.86751
2.252222222,8.11E+03,2.86722
2.2525,8.11E+03,2.86911
2.252777778,8.11E+03,2.86805
2.253055556,8.11E+03,2.86777
2.253333333,8.11E+03,2.86844
2.253611111,8.11E+03,2.86692
2.253888889,8.11E+03,2.86772
2.254166667,8.12E+03,2.86805
2.254444444,8.12E+03,2.86721
2.254722222,8.12E+03,2.86857
2.255,8.12E+03,2.86797
2.255277778,8.12E+03,2.86699
2.255555556,8.12E+03,2.86826
2.255833333,8.12E+03,2.86692
2.256111111,8.12E+03,2.86646
2.256388889,8.12E+03,2.86846
2.256666667,8.12E+03,2.86715
2.256944444,8.13E+03,2.86658
2.257222222,8.13E+03,2.86773
2.2575,8.13E+03,2.86658
2.257777778,8.13E+03,2.86669
2.258055556,8.13E+03,2.86706
2.258333333,8.13E+03,2.86659
2.258611111,8.13E+03,2.86642
2.258888889,8.13E+03,2.86725
2.259166667,8.13E+03,2.86612
2.259444444,8.13E+03,2.86688
2.259722222,8.13E+03,2.86629
2.26,8.14E+03,2.86616
2.260277778,8.14E+03,2.86648
2.260555556,8.14E+03,2.86703
2.260833333,8.14E+03,2.86656
2.261111111,8.14E+03,2.86656
2.261388889,8.14E+03,2.86714
2.261666667,8.14E+03,2.86685
2.261944444,8.14E+03,2.86615
2.262222222,8.14E+03,2.86728
2.2625,8.15E+03,2.86657
2.262777778,8.15E+03,2.86587
2.263055556,8.15E+03,2.86735
2.263333333,8.15E+03,2.8662
2.263611111,8.15E+03,2.86515
2.263888889,8.15E+03,2.86688
2.264166667,8.15E+03,2.86507
2.264444444,8.15E+03,2.86488
2.264722222,8.15E+03,2.86656
2.265,8.15E+03,2.8655
2.265277778,8.16E+03,2.86551
2.265555556,8.16E+03,2.8661
2.265833333,8.16E+03,2.86485
2.266111111,8.16E+03,2.86535
2.266388889,8.16E+03,2.86539
2.266666667,8.16E+03,2.86451
2.266944444,8.16E+03,2.8656
2.267222222,8.16E+03,2.86521
2.2675,8.16E+03,2.86453
2.267777778,8.16E+03,2.86501
2.268055556,8.17E+03,2.86441
2.268333333,8.17E+03,2.86366
2.268611111,8.17E+03,2.8651
2.268888889,8.17E+03,2.86454
2.269166667,8.17E+03,2.86363
2.269444444,8.17E+03,2.86509
2.269722222,8.17E+03,2.86458
2.27,8.17E+03,2.86417
2.270277778,8.17E+03,2.86517
2.270555556,8.17E+03,2.86455
2.270833333,8.17E+03,2.86446
2.271111111,8.18E+03,2.86498
2.271388889,8.18E+03,2.86469
2.271666667,8.18E+03,2.86493
2.271944444,8.18E+03,2.86433
2.272222222,8.18E+03,2.86513
2.2725,8.18E+03,2.8643
2.272777778,8.18E+03,2.86358
2.273055556,8.18E+03,2.86556
2.273333333,8.18E+03,2.86418
2.273611111,8.19E+03,2.8638
2.273888889,8.19E+03,2.86468
2.274166667,8.19E+03,2.86378
2.274444444,8.19E+03,2.86352
2.274722222,8.19E+03,2.86459
2.275,8.19E+03,2.8643
2.275277778,8.19E+03,2.86354
2.275555556,8.19E+03,2.86422
2.275833333,8.19E+03,2.86453
2.276111111,8.19E+03,2.86406
2.276388889,8.20E+03,2.86335
2.276666667,8.20E+03,2.86431
2.276944444,8.20E+03,2.86411
2.277222222,8.20E+03,2.8633
2.2775,8.20E+03,2.8643
2.277777778,8.20E+03,2.86424
2.278055556,8.20E+03,2.863
2.278333333,8.20E+03,2.864
2.278611111,8.20E+03,2.86316
2.278888889,8.20E+03,2.86263
2.279166667,8.21E+03,2.864
2.279444444,8.21E+03,2.86275
2.279722222,8.21E+03,2.86216
2.28,8.21E+03,2.86418
2.280277778,8.21E+03,2.86312
2.280555556,8.21E+03,2.86268
2.280833333,8.21E+03,2.86489
2.281111111,8.21E+03,2.86317
2.281388889,8.21E+03,2.8631
2.281666667,8.21E+03,2.86416
2.281944444,8.21E+03,2.8627
2.282222222,8.22E+03,2.86283
2.2825,8.22E+03,2.86316
2.282777778,8.22E+03,2.86279
2.283055556,8.22E+03,2.8631
2.283333333,8.22E+03,2.86358
2.283611111,8.22E+03,2.86262
2.283888889,8.22E+03,2.86337
2.284166667,8.22E+03,2.86291
2.284444444,8.22E+03,2.86261
2.284722222,8.22E+03,2.86295
2.285,8.23E+03,2.86278
2.285277778,8.23E+03,2.86228
2.285555556,8.23E+03,2.86277
2.285833333,8.23E+03,2.86212
2.286111111,8.23E+03,2.86243
2.286388889,8.23E+03,2.86207
2.286666667,8.23E+03,2.86215
2.286944444,8.23E+03,2.86171
2.287222222,8.23E+03,2.86157
2.2875,8.24E+03,2.86236
2.287777778,8.24E+03,2.8619
2.288055556,8.24E+03,2.86108
2.288333333,8.24E+03,2.86238
2.288611111,8.24E+03,2.86095
2.288888889,8.24E+03,2.86028
2.289166667,8.24E+03,2.8627
2.289444444,8.24E+03,2.86138
2.289722222,8.24E+03,2.86005
2.29,8.24E+03,2.86141
2.290277778,8.25E+03,2.86084
2.290555556,8.25E+03,2.86081
2.290833333,8.25E+03,2.86111
2.291111111,8.25E+03,2.86089
2.291388889,8.25E+03,2.86062
2.291666667,8.25E+03,2.86081
2.291944444,8.25E+03,2.86077
2.292222222,8.25E+03,2.86073
2.2925,8.25E+03,2.86027
2.292777778,8.25E+03,2.86083
2.293055556,8.26E+03,2.86047
2.293333333,8.26E+03,2.85951
2.293611111,8.26E+03,2.86099
2.293888889,8.26E+03,2.85977
2.294166667,8.26E+03,2.85922
2.294444444,8.26E+03,2.86042
2.294722222,8.26E+03,2.85904
2.295,8.26E+03,2.85857
2.295277778,8.26E+03,2.86042
2.295555556,8.26E+03,2.85915
2.295833333,8.26E+03,2.85858
2.296111111,8.27E+03,2.85999
2.296388889,8.27E+03,2.859
2.296666667,8.27E+03,2.85838
2.296944444,8.27E+03,2.85926
2.297222222,8.27E+03,2.85838
2.2975,8.27E+03,2.8586
2.297777778,8.27E+03,2.85949
2.298055556,8.27E+03,2.85809
2.298333333,8.27E+03,2.85853
2.298611111,8.27E+03,2.85904
2.298888889,8.28E+03,2.85864
2.299166667,8.28E+03,2.85809
2.299444444,8.28E+03,2.85885
2.299722222,8.28E+03,2.85813
2.3,8.28E+03,2.85809
2.300277778,8.28E+03,2.85889
2.300555556,8.28E+03,2.85832
2.300833333,8.28E+03,2.85736
2.301111111,8.28E+03,2.85842
2.301388889,8.29E+03,2.85798
2.301666667,8.29E+03,2.8575
2.301944444,8.29E+03,2.85861
2.302222222,8.29E+03,2.85791
2.3025,8.29E+03,2.85717
2.302777778,8.29E+03,2.85796
2.303055556,8.29E+03,2.85693
2.303333333,8.29E+03,2.85704
2.303611111,8.29E+03,2.85788
2.303888889,8.29E+03,2.85724
2.304166667,8.30E+03,2.85633
2.304444444,8.30E+03,2.85727
2.304722222,8.30E+03,2.8566
2.305,8.30E+03,2.85616
2.305277778,8.30E+03,2.85758
2.305555556,8.30E+03,2.85636
2.305833333,8.30E+03,2.85632
2.306111111,8.30E+03,2.85716
2.306388889,8.30E+03,2.85622
2.306666667,8.30E+03,2.85668
2.306944444,8.30E+03,2.85675
2.307222222,8.31E+03,2.85617
2.3075,8.31E+03,2.85714
2.307777778,8.31E+03,2.85671
2.308055556,8.31E+03,2.85596
2.308333333,8.31E+03,2.8578
2.308611111,8.31E+03,2.85652
2.308888889,8.31E+03,2.85672
2.309166667,8.31E+03,2.85732
2.309444444,8.31E+03,2.85667
2.309722222,8.31E+03,2.85736
2.31,8.32E+03,2.85711
2.310277778,8.32E+03,2.85643
2.310555556,8.32E+03,2.85785
2.310833333,8.32E+03,2.85634
2.311111111,8.32E+03,2.85603
2.311388889,8.32E+03,2.85623
2.311666667,8.32E+03,2.85598
2.311944444,8.32E+03,2.85731
2.312222222,8.32E+03,2.85631
2.3125,8.33E+03,2.85744
2.312777778,8.33E+03,2.85637
2.313055556,8.33E+03,2.85616
2.313333333,8.33E+03,2.85628
2.313611111,8.33E+03,2.85608
2.313888889,8.33E+03,2.85677
2.314166667,8.33E+03,2.85559
2.314444444,8.33E+03,2.85668
2.314722222,8.33E+03,2.85602
2.315,8.33E+03,2.85548
2.315277778,8.34E+03,2.8555
2.315555556,8.34E+03,2.85529
2.315833333,8.34E+03,2.85694
2.316111111,8.34E+03,2.85541
2.316388889,8.34E+03,2.85593
2.316666667,8.34E+03,2.85547
2.316944444,8.34E+03,2.85482
2.317222222,8.34E+03,2.85557
2.3175,8.34E+03,2.8555
2.317777778,8.34E+03,2.85584
2.318055556,8.35E+03,2.85541
2.318333333,8.35E+03,2.85548
2.318611111,8.35E+03,2.8574
2.318888889,8.35E+03,2.85532
2.319166667,8.35E+03,2.85605
2.319444444,8.35E+03,2.85512
2.319722222,8.35E+03,2.85528
2.32,8.35E+03,2.85584
2.320277778,8.35E+03,2.85514
2.320555556,8.35E+03,2.8562
2.320833333,8.35E+03,2.85586
2.321111111,8.36E+03,2.8551
2.321388889,8.36E+03,2.85752
2.321666667,8.36E+03,2.85543
2.321944444,8.36E+03,2.85562
2.322222222,8.36E+03,2.85622
2.3225,8.36E+03,2.85546
2.322777778,8.36E+03,2.85575
2.323055556,8.36E+03,2.85585
2.323333333,8.36E+03,2.85511
2.323611111,8.37E+03,2.85694
2.323888889,8.37E+03,2.85565
2.324166667,8.37E+03,2.85548
2.324444444,8.37E+03,2.85656
2.324722222,8.37E+03,2.85562
2.325,8.37E+03,2.85525
2.325277778,8.37E+03,2.85616
2.325555556,8.37E+03,2.85485
2.325833333,8.37E+03,2.85555
2.326111111,8.37E+03,2.85541
2.326388889,8.38E+03,2.8548
2.326666667,8.38E+03,2.85593
2.326944444,8.38E+03,2.85537
2.327222222,8.38E+03,2.85465
2.3275,8.38E+03,2.85608
2.327777778,8.38E+03,2.85447
2.328055556,8.38E+03,2.85481
2.328333333,8.38E+03,2.85473
2.328611111,8.38E+03,2.85457
2.328888889,8.38E+03,2.85559
2.329166667,8.39E+03,2.85493
2.329444444,8.39E+03,2.85377
2.329722222,8.39E+03,2.85599
2.33,8.39E+03,2.85416
2.330277778,8.39E+03,2.85382
2.330555556,8.39E+03,2.85425
2.330833333,8.39E+03,2.85307
2.331111111,8.39E+03,2.85463
2.331388889,8.39E+03,2.8539
2.331666667,8.39E+03,2.85334
2.331944444,8.39E+03,2.85421
2.332222222,8.40E+03,2.85289
2.3325,8.40E+03,2.85427
2.332777778,8.40E+03,2.85327
2.333055556,8.40E+03,2.85306
2.333333333,8.40E+03,2.85321
2.333611111,8.40E+03,2.85278
2.333888889,8.40E+03,2.85332
2.334166667,8.40E+03,2.85236
2.334444444,8.40E+03,2.85307
2.334722222,8.40E+03,2.85221
2.335,8.41E+03,2.85214
2.335277778,8.41E+03,2.85256
2.335555556,8.41E+03,2.85199
2.335833333,8.41E+03,2.85353
2.336111111,8.41E+03,2.85246
2.336388889,8.41E+03,2.85253
2.336666667,8.41E+03,2.85281
2.336944444,8.41E+03,2.85207
2.337222222,8.41E+03,2.85406
2.3375,8.42E+03,2.85259
2.337777778,8.42E+03,2.85257
2.338055556,8.42E+03,2.85375
2.338333333,8.42E+03,2.8527
2.338611111,8.42E+03,2.85409
2.338888889,8.42E+03,2.85354
2.339166667,8.42E+03,2.85336
2.339444444,8.42E+03,2.85352
2.339722222,8.42E+03,2.85312
2.34,8.42E+03,2.85388
2.340277778,8.43E+03,2.85326
2.340555556,8.43E+03,2.85318
2.340833333,8.43E+03,2.85395
2.341111111,8.43E+03,2.85277
2.341388889,8.43E+03,2.85326
2.341666667,8.43E+03,2.8522
2.341944444,8.43E+03,2.85238
2.342222222,8.43E+03,2.85282
2.3425,8.43E+03,2.85201
2.342777778,8.43E+03,2.85403
2.343055556,8.44E+03,2.85298
2.343333333,8.44E+03,2.85223
2.343611111,8.44E+03,2.85304
2.343888889,8.44E+03,2.85175
2.344166667,8.44E+03,2.85313
2.344444444,8.44E+03,2.85227
2.344722222,8.44E+03,2.85216
2.345,8.44E+03,2.8534
2.345277778,8.44E+03,2.85215
2.345555556,8.44E+03,2.85382
2.345833333,8.44E+03,2.85266
2.346111111,8.45E+03,2.85259
2.346388889,8.45E+03,2.85291
2.346666667,8.45E+03,2.85206
2.346944444,8.45E+03,2.85315
2.347222222,8.45E+03,2.85238
2.3475,8.45E+03,2.85241
2.347777778,8.45E+03,2.85198
2.348055556,8.45E+03,2.85173
2.348333333,8.45E+03,2.85247
2.348611111,8.46E+03,2.85162
2.348888889,8.46E+03,2.85359
2.349166667,8.46E+03,2.85178
2.349444444,8.46E+03,2.85197
2.349722222,8.46E+03,2.85181
2.35,8.46E+03,2.85149
2.350277778,8.46E+03,2.85192
2.350555556,8.46E+03,2.85126
2.350833333,8.46E+03,2.85192
2.351111111,8.46E+03,2.85173
2.351388889,8.47E+03,2.85188
2.351666667,8.47E+03,2.85124
2.351944444,8.47E+03,2.8516
2.352222222,8.47E+03,2.85193
2.3525,8.47E+03,2.85077
2.352777778,8.47E+03,2.85242
2.353055556,8.47E+03,2.85063
2.353333333,8.47E+03,2.85123
2.353611111,8.47E+03,2.85056
2.353888889,8.47E+03,2.85067
2.354166667,8.48E+03,2.85144
2.354444444,8.48E+03,2.85071
2.354722222,8.48E+03,2.85131
2.355,8.48E+03,2.85097
2.355277778,8.48E+03,2.85078
2.355555556,8.48E+03,2.85077
