t/h,Elapsed Time (s),Voltage(V)
0.216944444,7.81E+02,3.07599
0.217222222,7.82E+02,3.07627
0.2175,7.83E+02,3.07628
0.217777778,7.84E+02,3.07578
0.218055556,7.85E+02,3.07651
0.218333333,7.86E+02,3.07588
0.218611111,7.87E+02,3.07577
0.218888889,7.88E+02,3.07617
0.219166667,7.89E+02,3.07552
0.219444444,7.90E+02,3.07591
0.219722222,7.91E+02,3.07561
0.22,7.92E+02,3.07562
0.220277778,7.93E+02,3.07566
0.220555556,7.94E+02,3.07546
0.220833333,7.95E+02,3.07578
0.221111111,7.96E+02,3.07581
0.221388889,7.97E+02,3.07585
0.221666667,7.98E+02,3.07605
0.221944444,7.99E+02,3.07578
0.222222222,8.00E+02,3.07566
0.2225,8.01E+02,3.0756
0.222777778,8.02E+02,3.07544
0.223055556,8.03E+02,3.0756
0.223333333,8.04E+02,3.07561
0.223611111,8.05E+02,3.07545
0.223888889,8.06E+02,3.07562
0.224166667,8.07E+02,3.07511
0.224444444,8.08E+02,3.07579
0.224722222,8.09E+02,3.07509
0.225,8.10E+02,3.07505
0.225277778,8.11E+02,3.07528
0.225555556,8.12E+02,3.07524
0.225833333,8.13E+02,3.07566
0.226111111,8.14E+02,3.07542
0.226388889,8.15E+02,3.07493
0.226666667,8.16E+02,3.0757
0.226944444,8.17E+02,3.07491
0.227222222,8.18E+02,3.07466
0.2275,8.19E+02,3.07521
0.227777778,8.20E+02,3.0747
0.228055556,8.21E+02,3.07507
0.228333333,8.22E+02,3.07502
0.228611111,8.23E+02,3.07468
0.228888889,8.24E+02,3.07554
0.229166667,8.25E+02,3.07467
0.229444444,8.26E+02,3.07414
0.229722222,8.27E+02,3.07506
0.23,8.28E+02,3.07444
0.230277778,8.29E+02,3.07438
0.230555556,8.30E+02,3.0747
0.230833333,8.31E+02,3.07399
0.231111111,8.32E+02,3.0746
0.231388889,8.33E+02,3.07443
0.231666667,8.34E+02,3.07425
0.231944444,8.35E+02,3.07489
0.232222222,8.36E+02,3.07454
0.2325,8.37E+02,3.07429
0.232777778,8.38E+02,3.07446
0.233055556,8.39E+02,3.07415
0.233333333,8.40E+02,3.07448
0.233611111,8.41E+02,3.07456
0.233888889,8.42E+02,3.07445
0.234166667,8.43E+02,3.07461
0.234444444,8.44E+02,3.07417
0.234722222,8.45E+02,3.07428
0.235,8.46E+02,3.07421
0.235277778,8.47E+02,3.07398
0.235555556,8.48E+02,3.07446
0.235833333,8.49E+02,3.0739
0.236111111,8.50E+02,3.07376
0.236388889,8.51E+02,3.07409
0.236666667,8.52E+02,3.07394
0.236944444,8.53E+02,3.07382
0.237222222,8.54E+02,3.07418
0.2375,8.55E+02,3.07393
0.237777778,8.56E+02,3.07397
0.238055556,8.57E+02,3.07414
0.238333333,8.58E+02,3.07416
0.238611111,8.59E+02,3.07405
0.238888889,8.60E+02,3.07441
0.239166667,8.61E+02,3.07387
0.239444444,8.62E+02,3.07371
0.239722222,8.63E+02,3.07376
0.24,8.64E+02,3.07358
0.240277778,8.65E+02,3.07377
0.240555556,8.66E+02,3.07365
0.240833333,8.67E+02,3.07317
0.241111111,8.68E+02,3.07413
0.241388889,8.69E+02,3.07364
0.241666667,8.70E+02,3.07349
0.241944444,8.71E+02,3.07415
0.242222222,8.72E+02,3.07399
0.2425,8.73E+02,3.07373
0.242777778,8.74E+02,3.07416
0.243055556,8.75E+02,3.07336
0.243333333,8.76E+02,3.07334
0.243611111,8.77E+02,3.07346
0.243888889,8.78E+02,3.07321
0.244166667,8.79E+02,3.07349
0.244444444,8.80E+02,3.0732
0.244722222,8.81E+02,3.07299
0.245,8.82E+02,3.07333
0.245277778,8.83E+02,3.07326
0.245555556,8.84E+02,3.07277
0.245833333,8.85E+02,3.07343
0.246111111,8.86E+02,3.07308
0.246388889,8.87E+02,3.07323
0.246666667,8.88E+02,3.07319
0.246944444,8.89E+02,3.07283
0.247222222,8.90E+02,3.0731
0.2475,8.91E+02,3.07285
0.247777778,8.92E+02,3.07304
0.248055556,8.93E+02,3.0727
0.248333333,8.94E+02,3.0727
0.248611111,8.95E+02,3.07286
0.248888889,8.96E+02,3.07266
0.249166667,8.97E+02,3.07345
0.249444444,8.98E+02,3.07239
0.249722222,8.99E+02,3.07298
0.25,9.00E+02,3.07273
0.250277778,9.01E+02,3.07204
0.250555556,9.02E+02,3.07272
0.250833333,9.03E+02,3.07225
0.251111111,9.04E+02,3.07246
0.251388889,9.05E+02,3.07279
0.251666667,9.06E+02,3.07269
0.251944444,9.07E+02,3.07276
0.252222222,9.08E+02,3.07241
0.2525,9.09E+02,3.07247
0.252777778,9.10E+02,3.07234
0.253055556,9.11E+02,3.07221
0.253333333,9.12E+02,3.0728
0.253611111,9.13E+02,3.07228
0.253888889,9.14E+02,3.07251
0.254166667,9.15E+02,3.07216
0.254444444,9.16E+02,3.07201
0.254722222,9.17E+02,3.07254
0.255,9.18E+02,3.07194
0.255277778,9.19E+02,3.07185
0.255555556,9.20E+02,3.07186
0.255833333,9.21E+02,3.07145
0.256111111,9.22E+02,3.07199
0.256388889,9.23E+02,3.07141
0.256666667,9.24E+02,3.07142
0.256944444,9.25E+02,3.07158
0.257222222,9.26E+02,3.07121
0.2575,9.27E+02,3.07164
0.257777778,9.28E+02,3.07124
0.258055556,9.29E+02,3.07135
0.258333333,9.30E+02,3.07136
0.258611111,9.31E+02,3.0714
0.258888889,9.32E+02,3.07163
0.259166667,9.33E+02,3.07181
0.259444444,9.34E+02,3.07158
0.259722222,9.35E+02,3.07164
0.26,9.36E+02,3.0716
0.260277778,9.37E+02,3.07175
0.260555556,9.38E+02,3.07205
0.260833333,9.39E+02,3.07219
0.261111111,9.40E+02,3.07223
0.261388889,9.41E+02,3.07217
0.261666667,9.42E+02,3.07297
0.261944444,9.43E+02,3.07216
0.262222222,9.44E+02,3.07179
0.2625,9.45E+02,3.07217
0.262777778,9.46E+02,3.07176
0.263055556,9.47E+02,3.0727
0.263333333,9.48E+02,3.07191
0.263611111,9.49E+02,3.07161
0.263888889,9.50E+02,3.07258
0.264166667,9.51E+02,3.0718
0.264444444,9.52E+02,3.07213
0.264722222,9.53E+02,3.07263
0.265,9.54E+02,3.07224
0.265277778,9.55E+02,3.0727
0.265555556,9.56E+02,3.07258
0.265833333,9.57E+02,3.07233
0.266111111,9.58E+02,3.07235
0.266388889,9.59E+02,3.07227
0.266666667,9.60E+02,3.07239
0.266944444,9.61E+02,3.07241
0.267222222,9.62E+02,3.07192
0.2675,9.63E+02,3.07176
0.267777778,9.64E+02,3.07113
0.268055556,9.65E+02,3.07107
0.268333333,9.66E+02,3.07132
0.268611111,9.67E+02,3.07101
0.268888889,9.68E+02,3.0715
0.269166667,9.69E+02,3.07153
0.269444444,9.70E+02,3.07176
0.269722222,9.71E+02,3.07206
0.27,9.72E+02,3.07131
0.270277778,9.73E+02,3.07165
0.270555556,9.74E+02,3.07126
0.270833333,9.75E+02,3.07109
0.271111111,9.76E+02,3.07132
0.271388889,9.77E+02,3.07115
0.271666667,9.78E+02,3.07074
0.271944444,9.79E+02,3.07116
0.272222222,9.80E+02,3.07164
0.2725,9.81E+02,3.07238
0.272777778,9.82E+02,3.07122
0.273055556,9.83E+02,3.0717
0.273333333,9.84E+02,3.07192
0.273611111,9.85E+02,3.07168
0.273888889,9.86E+02,3.07242
0.274166667,9.87E+02,3.07177
0.274444444,9.88E+02,3.07145
0.274722222,9.89E+02,3.07222
0.275,9.90E+02,3.07103
0.275277778,9.91E+02,3.07143
0.275555556,9.92E+02,3.07161
0.275833333,9.93E+02,3.07127
0.276111111,9.94E+02,3.07177
0.276388889,9.95E+02,3.07138
0.276666667,9.96E+02,3.07126
0.276944444,9.97E+02,3.07162
0.277222222,9.98E+02,3.07111
0.2775,9.99E+02,3.07141
0.277777778,1.00E+03,3.07119
0.278055556,1.00E+03,3.07113
0.278333333,1.00E+03,3.07138
0.278611111,1.00E+03,3.07123
0.278888889,1.00E+03,3.07077
0.279166667,1.01E+03,3.07121
0.279444444,1.01E+03,3.07067
0.279722222,1.01E+03,3.07086
0.28,1.01E+03,3.07068
0.280277778,1.01E+03,3.07037
0.280555556,1.01E+03,3.07073
0.280833333,1.01E+03,3.07028
0.281111111,1.01E+03,3.07025
0.281388889,1.01E+03,3.07056
0.281666667,1.01E+03,3.07023
0.281944444,1.02E+03,3.07056
0.282222222,1.02E+03,3.07
0.2825,1.02E+03,3.07006
0.282777778,1.02E+03,3.07035
0.283055556,1.02E+03,3.07006
0.283333333,1.02E+03,3.07004
0.283611111,1.02E+03,3.07087
0.283888889,1.02E+03,3.07129
0.284166667,1.02E+03,3.07139
0.284444444,1.02E+03,3.07101
0.284722222,1.03E+03,3.07077
0.285,1.03E+03,3.07103
0.285277778,1.03E+03,3.07086
0.285555556,1.03E+03,3.07125
0.285833333,1.03E+03,3.07081
0.286111111,1.03E+03,3.07067
0.286388889,1.03E+03,3.07095
0.286666667,1.03E+03,3.07048
0.286944444,1.03E+03,3.07089
0.287222222,1.03E+03,3.07085
0.2875,1.04E+03,3.0709
0.287777778,1.04E+03,3.07171
0.288055556,1.04E+03,3.07089
0.288333333,1.04E+03,3.07069
0.288611111,1.04E+03,3.07125
0.288888889,1.04E+03,3.07058
0.289166667,1.04E+03,3.07068
0.289444444,1.04E+03,3.07127
0.289722222,1.04E+03,3.07097
0.29,1.04E+03,3.07094
0.290277778,1.05E+03,3.07111
0.290555556,1.05E+03,3.07089
0.290833333,1.05E+03,3.07098
0.291111111,1.05E+03,3.07056
0.291388889,1.05E+03,3.07032
0.291666667,1.05E+03,3.07102
0.291944444,1.05E+03,3.0702
0.292222222,1.05E+03,3.07034
0.2925,1.05E+03,3.07049
0.292777778,1.05E+03,3.06991
0.293055556,1.06E+03,3.07041
0.293333333,1.06E+03,3.07035
0.293611111,1.06E+03,3.0701
0.293888889,1.06E+03,3.07227
0.294166667,1.06E+03,3.07148
0.294444444,1.06E+03,3.07142
0.294722222,1.06E+03,3.07185
0.295,1.06E+03,3.0712
0.295277778,1.06E+03,3.07181
0.295555556,1.06E+03,3.07169
0.295833333,1.07E+03,3.0714
0.296111111,1.07E+03,3.07155
0.296388889,1.07E+03,3.07131
0.296666667,1.07E+03,3.07171
0.296944444,1.07E+03,3.07143
0.297222222,1.07E+03,3.07137
0.2975,1.07E+03,3.07187
0.297777778,1.07E+03,3.07178
0.298055556,1.07E+03,3.0715
0.298333333,1.07E+03,3.0717
0.298611111,1.08E+03,3.07144
0.298888889,1.08E+03,3.07161
0.299166667,1.08E+03,3.07168
0.299444444,1.08E+03,3.07158
0.299722222,1.08E+03,3.07179
0.3,1.08E+03,3.07147
0.300277778,1.08E+03,3.07169
0.300555556,1.08E+03,3.07143
0.300833333,1.08E+03,3.07126
0.301111111,1.08E+03,3.07124
0.301388889,1.09E+03,3.07124
0.301666667,1.09E+03,3.07093
0.301944444,1.09E+03,3.07115
0.302222222,1.09E+03,3.07098
0.3025,1.09E+03,3.07115
0.302777778,1.09E+03,3.07095
0.303055556,1.09E+03,3.07099
0.303333333,1.09E+03,3.07194
0.303611111,1.09E+03,3.0712
0.303888889,1.09E+03,3.07107
0.304166667,1.10E+03,3.07125
0.304444444,1.10E+03,3.07111
0.304722222,1.10E+03,3.07164
0.305,1.10E+03,3.07132
0.305277778,1.10E+03,3.07123
0.305555556,1.10E+03,3.07148
0.305833333,1.10E+03,3.07076
0.306111111,1.10E+03,3.07103
0.306388889,1.10E+03,3.07126
0.306666667,1.10E+03,3.07064
0.306944444,1.11E+03,3.07117
0.307222222,1.11E+03,3.07086
0.3075,1.11E+03,3.07072
0.307777778,1.11E+03,3.07134
0.308055556,1.11E+03,3.07087
0.308333333,1.11E+03,3.07115
0.308611111,1.11E+03,3.07112
0.308888889,1.11E+03,3.07081
0.309166667,1.11E+03,3.07089
0.309444444,1.11E+03,3.07086
0.309722222,1.12E+03,3.07073
0.31,1.12E+03,3.07088
0.310277778,1.12E+03,3.07062
0.310555556,1.12E+03,3.07136
0.310833333,1.12E+03,3.07105
0.311111111,1.12E+03,3.07091
0.311388889,1.12E+03,3.07097
0.311666667,1.12E+03,3.071
0.311944444,1.12E+03,3.0706
0.312222222,1.12E+03,3.07075
0.3125,1.13E+03,3.07073
0.312777778,1.13E+03,3.07082
0.313055556,1.13E+03,3.07075
0.313333333,1.13E+03,3.07042
0.313611111,1.13E+03,3.07063
0.313888889,1.13E+03,3.07061
0.314166667,1.13E+03,3.07052
0.314444444,1.13E+03,3.07117
0.314722222,1.13E+03,3.07052
0.315,1.13E+03,3.06999
0.315277778,1.14E+03,3.07029
0.315555556,1.14E+03,3.07017
0.315833333,1.14E+03,3.06983
0.316111111,1.14E+03,3.06979
0.316388889,1.14E+03,3.06954
0.316666667,1.14E+03,3.06997
0.316944444,1.14E+03,3.06892
0.317222222,1.14E+03,3.06917
0.3175,1.14E+03,3.06905
0.317777778,1.14E+03,3.06888
0.318055556,1.15E+03,3.06902
0.318333333,1.15E+03,3.0691
0.318611111,1.15E+03,3.06867
0.318888889,1.15E+03,3.06854
0.319166667,1.15E+03,3.06819
0.319444444,1.15E+03,3.06931
0.319722222,1.15E+03,3.06833
0.32,1.15E+03,3.06804
0.320277778,1.15E+03,3.06876
0.320555556,1.15E+03,3.06816
0.320833333,1.16E+03,3.06837
0.321111111,1.16E+03,3.06839
0.321388889,1.16E+03,3.06798
0.321666667,1.16E+03,3.06926
0.321944444,1.16E+03,3.06827
0.322222222,1.16E+03,3.06806
0.3225,1.16E+03,3.06876
0.322777778,1.16E+03,3.06799
0.323055556,1.16E+03,3.06818
0.323333333,1.16E+03,3.06842
0.323611111,1.17E+03,3.06787
0.323888889,1.17E+03,3.06804
0.324166667,1.17E+03,3.06781
0.324444444,1.17E+03,3.06822
0.324722222,1.17E+03,3.06747
0.325,1.17E+03,3.06761
0.325277778,1.17E+03,3.06742
0.325555556,1.17E+03,3.0674
0.325833333,1.17E+03,3.06746
0.326111111,1.17E+03,3.06715
0.326388889,1.18E+03,3.06739
0.326666667,1.18E+03,3.06734
0.326944444,1.18E+03,3.06704
0.327222222,1.18E+03,3.06822
0.3275,1.18E+03,3.06731
0.327777778,1.18E+03,3.06728
0.328055556,1.18E+03,3.0681
0.328333333,1.18E+03,3.06758
0.328611111,1.18E+03,3.06792
0.328888889,1.18E+03,3.06776
0.329166667,1.19E+03,3.06728
0.329444444,1.19E+03,3.06823
0.329722222,1.19E+03,3.06714
0.33,1.19E+03,3.06661
0.330277778,1.19E+03,3.0675
0.330555556,1.19E+03,3.06707
0.330833333,1.19E+03,3.0669
0.331111111,1.19E+03,3.06714
0.331388889,1.19E+03,3.06642
0.331666667,1.19E+03,3.06672
0.331944444,1.20E+03,3.06684
0.332222222,1.20E+03,3.06661
0.3325,1.20E+03,3.06737
0.332777778,1.20E+03,3.06683
0.333055556,1.20E+03,3.06656
0.333333333,1.20E+03,3.06723
0.333611111,1.20E+03,3.06648
0.333888889,1.20E+03,3.06711
0.334166667,1.20E+03,3.06664
0.334444444,1.20E+03,3.06632
0.334722222,1.21E+03,3.06655
0.335,1.21E+03,3.0664
0.335277778,1.21E+03,3.06646
0.335555556,1.21E+03,3.06687
0.335833333,1.21E+03,3.06743
0.336111111,1.21E+03,3.06728
0.336388889,1.21E+03,3.06716
0.336666667,1.21E+03,3.06835
0.336944444,1.21E+03,3.06784
0.337222222,1.21E+03,3.06871
0.3375,1.22E+03,3.06822
0.337777778,1.22E+03,3.06807
0.338055556,1.22E+03,3.06918
0.338333333,1.22E+03,3.06859
0.338611111,1.22E+03,3.06875
0.338888889,1.22E+03,3.06928
0.339166667,1.22E+03,3.06869
0.339444444,1.22E+03,3.06931
0.339722222,1.22E+03,3.06911
0.34,1.22E+03,3.06873
0.340277778,1.23E+03,3.06941
0.340555556,1.23E+03,3.06938
0.340833333,1.23E+03,3.06904
0.341111111,1.23E+03,3.0697
0.341388889,1.23E+03,3.0694
0.341666667,1.23E+03,3.06934
0.341944444,1.23E+03,3.06999
0.342222222,1.23E+03,3.06961
0.3425,1.23E+03,3.06974
0.342777778,1.23E+03,3.06997
0.343055556,1.24E+03,3.06962
0.343333333,1.24E+03,3.07018
0.343611111,1.24E+03,3.06998
0.343888889,1.24E+03,3.06952
0.344166667,1.24E+03,3.06988
0.344444444,1.24E+03,3.06992
0.344722222,1.24E+03,3.07026
0.345,1.24E+03,3.07043
0.345277778,1.24E+03,3.07049
0.345555556,1.24E+03,3.07076
0.345833333,1.25E+03,3.0707
0.346111111,1.25E+03,3.07057
0.346388889,1.25E+03,3.07079
0.346666667,1.25E+03,3.07066
0.346944444,1.25E+03,3.07066
0.347222222,1.25E+03,3.07097
0.3475,1.25E+03,3.07067
0.347777778,1.25E+03,3.07085
0.348055556,1.25E+03,3.07061
0.348333333,1.25E+03,3.07094
0.348611111,1.26E+03,3.07081
0.348888889,1.26E+03,3.07092
0.349166667,1.26E+03,3.07086
0.349444444,1.26E+03,3.07069
0.349722222,1.26E+03,3.07057
0.35,1.26E+03,3.07095
0.350277778,1.26E+03,3.07076
0.350555556,1.26E+03,3.07074
0.350833333,1.26E+03,3.07079
0.351111111,1.26E+03,3.07069
0.351388889,1.27E+03,3.07166
0.351666667,1.27E+03,3.07081
0.351944444,1.27E+03,3.07068
0.352222222,1.27E+03,3.07141
0.3525,1.27E+03,3.07074
0.352777778,1.27E+03,3.07138
0.353055556,1.27E+03,3.07108
0.353333333,1.27E+03,3.07097
0.353611111,1.27E+03,3.07135
0.353888889,1.27E+03,3.07122
0.354166667,1.28E+03,3.07161
0.354444444,1.28E+03,3.07172
0.354722222,1.28E+03,3.07177
0.355,1.28E+03,3.07152
0.355277778,1.28E+03,3.07147
0.355555556,1.28E+03,3.07253
0.355833333,1.28E+03,3.07198
0.356111111,1.28E+03,3.07274
0.356388889,1.28E+03,3.07194
0.356666667,1.28E+03,3.07179
0.356944444,1.29E+03,3.07199
0.357222222,1.29E+03,3.07159
0.3575,1.29E+03,3.07216
0.357777778,1.29E+03,3.07181
0.358055556,1.29E+03,3.07128
0.358333333,1.29E+03,3.07171
0.358611111,1.29E+03,3.07119
0.358888889,1.29E+03,3.07138
0.359166667,1.29E+03,3.07162
0.359444444,1.29E+03,3.07136
0.359722222,1.30E+03,3.07136
0.36,1.30E+03,3.0714
0.360277778,1.30E+03,3.07177
0.360555556,1.30E+03,3.07107
0.360833333,1.30E+03,3.07167
0.361111111,1.30E+03,3.07139
0.361388889,1.30E+03,3.07108
0.361666667,1.30E+03,3.07156
0.361944444,1.30E+03,3.07093
0.362222222,1.30E+03,3.07129
0.3625,1.31E+03,3.07104
0.362777778,1.31E+03,3.07105
0.363055556,1.31E+03,3.07192
0.363333333,1.31E+03,3.07107
0.363611111,1.31E+03,3.07161
0.363888889,1.31E+03,3.07138
0.364166667,1.31E+03,3.07114
0.364444444,1.31E+03,3.0711
0.364722222,1.31E+03,3.07101
0.365,1.31E+03,3.07126
0.365277778,1.32E+03,3.0709
0.365555556,1.32E+03,3.07129
0.365833333,1.32E+03,3.07108
0.366111111,1.32E+03,3.07091
0.366388889,1.32E+03,3.07152
0.366666667,1.32E+03,3.07079
0.366944444,1.32E+03,3.07167
0.367222222,1.32E+03,3.07119
0.3675,1.32E+03,3.07087
0.367777778,1.32E+03,3.07195
0.368055556,1.33E+03,3.07142
0.368333333,1.33E+03,3.07205
0.368611111,1.33E+03,3.07216
0.368888889,1.33E+03,3.07193
0.369166667,1.33E+03,3.07188
0.369444444,1.33E+03,3.07188
0.369722222,1.33E+03,3.07219
0.37,1.33E+03,3.07157
0.370277778,1.33E+03,3.07211
0.370555556,1.33E+03,3.07155
0.370833333,1.34E+03,3.07135
0.371111111,1.34E+03,3.07191
0.371388889,1.34E+03,3.07153
0.371666667,1.34E+03,3.07181
0.371944444,1.34E+03,3.0715
0.372222222,1.34E+03,3.07137
0.3725,1.34E+03,3.07182
0.372777778,1.34E+03,3.07118
0.373055556,1.34E+03,3.07183
0.373333333,1.34E+03,3.07133
0.373611111,1.35E+03,3.07141
0.373888889,1.35E+03,3.07169
0.374166667,1.35E+03,3.07164
0.374444444,1.35E+03,3.07207
0.374722222,1.35E+03,3.07176
0.375,1.35E+03,3.07239
0.375277778,1.35E+03,3.07174
0.375555556,1.35E+03,3.07146
0.375833333,1.35E+03,3.07203
0.376111111,1.35E+03,3.07142
0.376388889,1.36E+03,3.07193
0.376666667,1.36E+03,3.07172
0.376944444,1.36E+03,3.07174
0.377222222,1.36E+03,3.07261
0.3775,1.36E+03,3.07233
0.377777778,1.36E+03,3.07229
0.378055556,1.36E+03,3.07267
0.378333333,1.36E+03,3.07198
0.378611111,1.36E+03,3.07225
0.378888889,1.36E+03,3.07192
0.379166667,1.37E+03,3.07205
0.379444444,1.37E+03,3.07123
0.379722222,1.37E+03,3.07126
0.38,1.37E+03,3.07142
0.380277778,1.37E+03,3.0714
0.380555556,1.37E+03,3.07144
0.380833333,1.37E+03,3.07137
0.381111111,1.37E+03,3.0718
0.381388889,1.37E+03,3.07143
0.381666667,1.37E+03,3.07123
0.381944444,1.38E+03,3.07192
0.382222222,1.38E+03,3.07093
0.3825,1.38E+03,3.07126
0.382777778,1.38E+03,3.07138
0.383055556,1.38E+03,3.07106
0.383333333,1.38E+03,3.07171
0.383611111,1.38E+03,3.07125
0.383888889,1.38E+03,3.07112
0.384166667,1.38E+03,3.07176
0.384444444,1.38E+03,3.07091
0.384722222,1.39E+03,3.07128
0.385,1.39E+03,3.07155
0.385277778,1.39E+03,3.07116
0.385555556,1.39E+03,3.07145
0.385833333,1.39E+03,3.07127
0.386111111,1.39E+03,3.07102
0.386388889,1.39E+03,3.07119
0.386666667,1.39E+03,3.0706
0.386944444,1.39E+03,3.07091
0.387222222,1.39E+03,3.07084
0.3875,1.40E+03,3.07056
0.387777778,1.40E+03,3.07064
0.388055556,1.40E+03,3.07075
0.388333333,1.40E+03,3.07043
0.388611111,1.40E+03,3.07062
0.388888889,1.40E+03,3.07056
0.389166667,1.40E+03,3.07047
0.389444444,1.40E+03,3.07035
0.389722222,1.40E+03,3.07018
0.39,1.40E+03,3.07004
0.390277778,1.41E+03,3.07011
0.390555556,1.41E+03,3.0702
0.390833333,1.41E+03,3.07003
0.391111111,1.41E+03,3.07078
0.391388889,1.41E+03,3.07041
0.391666667,1.41E+03,3.06981
0.391944444,1.41E+03,3.07035
0.392222222,1.41E+03,3.06952
0.3925,1.41E+03,3.06988
0.392777778,1.41E+03,3.06991
0.393055556,1.42E+03,3.06952
0.393333333,1.42E+03,3.07026
0.393611111,1.42E+03,3.06964
0.393888889,1.42E+03,3.0699
0.394166667,1.42E+03,3.07023
0.394444444,1.42E+03,3.06983
0.394722222,1.42E+03,3.06985
0.395,1.42E+03,3.06967
0.395277778,1.42E+03,3.07015
0.395555556,1.42E+03,3.06978
0.395833333,1.43E+03,3.07015
0.396111111,1.43E+03,3.0702
0.396388889,1.43E+03,3.06967
0.396666667,1.43E+03,3.07017
0.396944444,1.43E+03,3.06986
0.397222222,1.43E+03,3.06944
0.3975,1.43E+03,3.06977
0.397777778,1.43E+03,3.06935
0.398055556,1.43E+03,3.06923
0.398333333,1.43E+03,3.06939
0.398611111,1.44E+03,3.0689
0.398888889,1.44E+03,3.06984
0.399166667,1.44E+03,3.06955
0.399444444,1.44E+03,3.06882
0.399722222,1.44E+03,3.06955
0.4,1.44E+03,3.06904
0.400277778,1.44E+03,3.06882
0.400555556,1.44E+03,3.06924
0.400833333,1.44E+03,3.06918
0.401111111,1.44E+03,3.06996
0.401388889,1.45E+03,3.0694
0.401666667,1.45E+03,3.06866
0.401944444,1.45E+03,3.06925
0.402222222,1.45E+03,3.06847
0.4025,1.45E+03,3.06876
0.402777778,1.45E+03,3.06957
0.403055556,1.45E+03,3.06898
0.403333333,1.45E+03,3.06879
0.403611111,1.45E+03,3.06871
0.403888889,1.45E+03,3.06897
0.404166667,1.46E+03,3.06899
0.404444444,1.46E+03,3.06913
0.404722222,1.46E+03,3.0693
0.405,1.46E+03,3.06927
0.405277778,1.46E+03,3.06916
0.405555556,1.46E+03,3.06917
0.405833333,1.46E+03,3.06917
0.406111111,1.46E+03,3.06966
0.406388889,1.46E+03,3.06932
0.406666667,1.46E+03,3.07035
0.406944444,1.47E+03,3.06962
0.407222222,1.47E+03,3.06907
0.4075,1.47E+03,3.07001
0.407777778,1.47E+03,3.06913
0.408055556,1.47E+03,3.06887
0.408333333,1.47E+03,3.06932
0.408611111,1.47E+03,3.06885
0.408888889,1.47E+03,3.06941
0.409166667,1.47E+03,3.06882
0.409444444,1.47E+03,3.06826
0.409722222,1.48E+03,3.06958
0.41,1.48E+03,3.06909
0.410277778,1.48E+03,3.06897
0.410555556,1.48E+03,3.06982
0.410833333,1.48E+03,3.06892
0.411111111,1.48E+03,3.06911
0.411388889,1.48E+03,3.06899
0.411666667,1.48E+03,3.06875
0.411944444,1.48E+03,3.06895
0.412222222,1.48E+03,3.06883
0.4125,1.49E+03,3.06844
0.412777778,1.49E+03,3.06891
0.413055556,1.49E+03,3.06828
0.413333333,1.49E+03,3.06849
0.413611111,1.49E+03,3.06793
0.413888889,1.49E+03,3.06807
0.414166667,1.49E+03,3.06781
0.414444444,1.49E+03,3.06769
0.414722222,1.49E+03,3.06801
0.415,1.49E+03,3.06773
0.415277778,1.50E+03,3.0684
0.415555556,1.50E+03,3.06821
0.415833333,1.50E+03,3.0677
0.416111111,1.50E+03,3.06828
0.416388889,1.50E+03,3.06704
0.416666667,1.50E+03,3.06754
0.416944444,1.50E+03,3.06776
0.417222222,1.50E+03,3.06724
0.4175,1.50E+03,3.06808
0.417777778,1.50E+03,3.06757
0.418055556,1.51E+03,3.06718
0.418333333,1.51E+03,3.06732
0.418611111,1.51E+03,3.06661
0.418888889,1.51E+03,3.06677
0.419166667,1.51E+03,3.06689
0.419444444,1.51E+03,3.06699
0.419722222,1.51E+03,3.06664
0.42,1.51E+03,3.06756
0.420277778,1.51E+03,3.06752
0.420555556,1.51E+03,3.06715
0.420833333,1.52E+03,3.06805
0.421111111,1.52E+03,3.06758
0.421388889,1.52E+03,3.06735
0.421666667,1.52E+03,3.0681
0.421944444,1.52E+03,3.06745
0.422222222,1.52E+03,3.0678
0.4225,1.52E+03,3.06766
0.422777778,1.52E+03,3.06737
0.423055556,1.52E+03,3.06793
0.423333333,1.52E+03,3.06748
0.423611111,1.53E+03,3.0679
0.423888889,1.53E+03,3.06736
0.424166667,1.53E+03,3.06731
0.424444444,1.53E+03,3.06729
0.424722222,1.53E+03,3.06715
0.425,1.53E+03,3.06751
0.425277778,1.53E+03,3.06709
0.425555556,1.53E+03,3.0678
0.425833333,1.53E+03,3.06714
0.426111111,1.53E+03,3.06692
0.426388889,1.54E+03,3.06731
0.426666667,1.54E+03,3.06691
0.426944444,1.54E+03,3.06824
